Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
Vinny Nittoli,PHI,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tim Hill,SDP,55,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Brennan Bernardino,SEA,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Locke St. John,CHC,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Reed Garrett,WSN,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Eric Stout,- - -,20,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Touki Toussaint,LAA,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Elieser Hernandez,MIA,20,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Luis Ortiz,SFG,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Trevor Williams,NYM,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Daniel Mengden,KCR,5,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Beede,- - -,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tanner Banks,CHW,35,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sean Reid-Foley,NYM,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Pablo Lopez,MIA,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Domingo Acevedo,OAK,70,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Austin Davis,- - -,52,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Raisel Iglesias,- - -,67,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Domingo German,NYY,15,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jose Castillo,SDP,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Gabe Speier,KCR,17,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Bubby Rossman,PHI,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Yoan Lopez,NYM,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dinelson Lamet,- - -,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jalen Beeks,TBR,42,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Austin Brice,PIT,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sam Coonrod,PHI,12,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ranger Suarez,PHI,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Michael Kopech,CHW,25,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Justus Sheffield,SEA,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Javy Guerra,- - -,18,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Framber Valdez,HOU,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Justin Steele,CHC,24,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Brett Martin,TEX,55,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matt Gage,TOR,11,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Erick Fedde,WSN,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jeff Hoffman,CIN,35,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jonathan Hernandez,TEX,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jack Flaherty,STL,9,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Daniel Duarte,CIN,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Albert Abreu,- - -,33,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Spenser Watkins,BAL,23,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Genesis Cabrera,STL,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Diego Castillo,SEA,59,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryan Burr,CHW,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jimmy Herget,LAA,49,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
JT Brubaker,PIT,28,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Marcos Diplan,BAL,5,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tanner Scott,MIA,67,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Mitch Keller,PIT,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cristian Javier,HOU,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tanner Rainey,WSN,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Taylor Clarke,KCR,47,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Justin Lawrence,COL,38,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jeffrey Springs,TBR,33,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ralph Garza,TBR,19,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jose Cuas,KCR,47,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Trevor Megill,MIN,40,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nabil Crismatt,SDP,50,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Alexander,DET,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Drew Smith,NYM,44,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jake Brentz,KCR,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dillon Tate,BAL,67,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Adbert Alzolay,CHC,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ian Gibaut,- - -,34,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nestor Cortes,NYY,28,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dennis Santana,TEX,63,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tayler Saucedo,TOR,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Garrett Cleavinger,- - -,17,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Trent Thornton,TOR,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Gilbert,ARI,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Brock Burke,TEX,52,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Logan Webb,SFG,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Pete Fairbanks,TBR,24,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Triston McKenzie,CLE,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Phil Maton,HOU,67,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cody Stashak,MIN,11,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryan Helsley,STL,54,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Anthony Misiewicz,- - -,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
James Naile,STL,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Art Warren,CIN,39,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jarlin Garcia,SFG,58,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Kinley,COL,25,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Josh Sborz,TEX,19,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Taylor Hearn,TEX,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
James Kaprielian,OAK,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Alex Young,- - -,25,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Josh Staumont,KCR,42,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jaime Barria,LAA,35,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Connor Overton,CIN,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Scott Effross,- - -,60,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Enyel De Los Santos,CLE,50,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jose Urquidy,HOU,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tyler Cyr,- - -,12,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Danny Young,- - -,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Trevor Kelley,MIL,18,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Junior Fernandez,- - -,16,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Josh Rogers,WSN,16,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Phil Bickford,LAD,60,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dylan Cease,CHW,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sam Hentges,CLE,57,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Logan Allen,- - -,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Anderson Espinoza,CHC,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Travis Lakins Sr.,BAL,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
A.J. Minter,ATL,75,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jake Woodford,STL,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Freddy Peralta,MIL,18,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sandy Alcantara,MIA,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kolby Allard,TEX,10,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Nick Neidert,MIA,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cody Poteet,MIA,12,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dillon Peters,PIT,22,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Drew Steckenrider,SEA,16,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Miguel Diaz,DET,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Pedro Avila,SDP,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tommy Nance,MIA,35,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kirby Snead,OAK,46,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Robert Dugger,- - -,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Conner Menez,CHC,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jose Quijada,LAA,42,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dakota Hudson,STL,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Mitch White,- - -,25,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cole Irvin,OAK,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Seranthony Dominguez,PHI,54,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ian Hamilton,MIN,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Thomas Hatch,TOR,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Taylor Widener,ARI,14,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Justin Dunn,CIN,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
T.J. Zeuch,CIN,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Vladimir Gutierrez,CIN,10,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kyle Dowdy,CIN,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Zac Gallen,ARI,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Trevor Richards,TOR,62,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cal Quantrill,CLE,32,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Eric Lauer,MIL,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matthew Festa,SEA,53,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
A.J. Puk,OAK,62,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Daulton Jefferies,OAK,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Caleb Ferguson,LAD,37,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dean Kremer,BAL,22,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cody Sedlock,BAL,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Corbin Burnes,MIL,33,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Keegan Akin,BAL,45,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Walker Buehler,LAD,12,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tony Gonsolin,LAD,24,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Colin Poche,TBR,65,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ronel Blanco,HOU,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dane Dunning,TEX,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Shane Bieber,CLE,31,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Yohan Ramirez,- - -,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Patrick Sandoval,LAA,27,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Shaun Anderson,TOR,1,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Michael Rucker,CHC,41,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Bryan Garcia,DET,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jorge Alcala,MIN,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Aaron Civale,CLE,20,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Andrew Vasquez,- - -,10,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Devin Smeltzer,MIN,15,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Zach Jackson,OAK,54,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Raynel Espinal,CIN,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Tanner Tully,CLE,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cam Vieaux,PIT,8,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jason Foley,DET,60,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Ryan Hendrix,CIN,9,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jimmy Lambert,CHW,42,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Stephen Nogosek,NYM,12,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
David Bednar,PIT,45,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
JoJo Romero,- - -,17,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Norge Ruiz,OAK,14,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Sean Poppen,ARI,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Luke Barker,MIL,3,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Cionel Perez,BAL,66,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jordan Hicks,STL,35,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matt Foster,CHW,48,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kyle Wright,ATL,30,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jason Alexander,MIL,18,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Gregory Soto,DET,64,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jordan Sheffield,COL,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Connor Seabold,BOS,5,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Matt Swarmer,CHC,11,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Patrick Murphy,WSN,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Dustin May,LAD,6,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Kodi Whitley,STL,14,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Anthony Bender,MIA,22,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jonathan Loaisiga,NYY,50,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Will Vest,DET,59,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Jacob Lemoine,OAK,9,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Anthony Castro,CLE,12,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Keegan Thompson,CHC,29,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Wil Crowe,PIT,60,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Bryan Baker,BAL,66,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Daniel Castano,MIA,10,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
David McKay,- - -,4,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Alex Wells,BAL,2,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Darwinzon Hernandez,BOS,7,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Michael King,NYY,34,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
Brandon Bielak,HOU,5,0,0,0,0,0,0.0%,0.0%,.000,.000,.000,.000,.000,.000,,,0.0,0.0,0.0,0.0
